,평점,리뷰
1334,5,배송 정말 빨랐구요 진짜 좋은 가격에 빠르게 구매할 수 있어서 좋았어용!! 착화감도 편하고 사이즈도 정사이즈 시키니까 딱 맞아요
1335,5,"매장에서 신어보고샀어요
저렴하게구입"
1336,5,배송 엄청빠르네요사이즈디자인다 맘에 들어요
1337,5,이쁘고 가격도 저렴하게 샀어요
1338,5,디자인도 이쁘고 정말 맘에 들어요.베스트셀러 인정
1339,5,할인된 가격에 잘 샀어요ㅎ 저는 정사이즈로 잘 맞아요ㅋㅋ
1340,5,실물이 더예뻐용~가볍공 사이즈도 잘맞공 좋아용~^^
1341,5,"에어맥스97 트리플블랙 구하기 힘들었는데, 이곳에서 우먼스 발견하고 265 주문했습니다. 역시 우먼스는 발 볼이 살짝 작네요. 하지만, 남성용에 비해 얇아보여 맘에 듭니다."
1342,4,"한치수 크게 하지않고 정사이즈 하니 저는 좋으네요
발볼넓지 않은 중간발이라 해야하나 ？
이신발이 발이 아담해보이게 하네요
할인된 가격에 잘 샀네요
많이 걸어도 편한 신발이 되길바래보네요"
1343,4,만족합니다  만족합니다
1344,5,매장보다 정말싸고.좋아요
1345,5,예뻐요 발볼넓어서 반사이즈 크게샀는데 잘 맞아요
1346,5,"깨끗한 디자인이라 좋습니다
한치수 크게 살껄하고 후회했네요
두꺼운 양말은 못신겠네요"
1347,5,배송 정말 빨랐구요 진짜 좋은 가격에 빠르게 구매할 수 있어서 좋았어용!! 착화감도 편하고 사이즈도 정사이즈 시키니까 딱 맞아요
1348,5,"매장에서 신어보고샀어요
저렴하게구입"
1349,5,너무 마음에 들어요!추천합니다.
1350,5,이쁘구 사이즈도 딱 좋아요 ㅎㅎ 여자친구 선물로 ?어요
1351,4,딸아이가 좋아라하네요
1352,5,신어보니 더이쁘네요 발도편하구요
1353,5,"포장은 정말 깔끔. 신발 상자 겉이 비닐로 한번...
하지만 바느질이 진짜 허접하네요. 에어는 양쪽이 동일해서 그나마 다행인데... 매장에서 199,000원 너무 비싸서 참고 기다렸는데 가격은 많이 할인되어 만족해요.

누가 뭐 바느질 뚫어지라 보는거 아니니... 내 발 내가 노려보고 있을 것도 아니니 만족하며 신어야 겠어요. 교환도 귀찮아요...

정 사이즈 240인데 작다하여 업할까 했는데 사이즈가 없어 240 그냥 주문 했는데... 양말 신고도 잘 맞아요. 끈을 좀 풀어주면 널럴... 발가락은 많이 남지는 않고 닿지는 않는 정도.

구름 위를 걷는 것 처럼 편한 착화감은 아니지만 그래도 운동화라 발이 편안하네요~"
1354,5,"깔끔한놈으로 도착했습니다 ㅋ
감사합니다"
1355,5,예뻐요~ 에어맥스 97은 오랫동안 사랑 받을 아이템이죠ㅎㅅㅎ
1356,5,잘 신고 있어여 싸게삿어여
1357,5,빠른 배송과 좋은 품질에 감사드립니다.
1358,5,"정사이즈 해도 될뻔했어요
35신는데 40했더니 약간 헐떡거리네용"
1359,5,235신는데 사이즈 딱 맞아요 배송도 빠르고 좋았어요
1360,5,이쁘고 정말 맘에 듭니다
1361,5,"정사이즈 구매해서 신었는데..편하고 예쁘네요.반업 했으면 클뻔 했어요 .신발은 사람마다 발등 발볼 차이가 있어서 가까운 대리점가서 신어보고 인터넷 구매해야 득템할수있을듯합니다~
키도 커 보이고 아주 마음에 듭니다"
1362,5,저렴하게잘샀어요 만족
1363,5,세일 해서 저렴하게 잘 샀네요. 맘에 듭니다^^
1364,4,"사진만큼이나 예쁘네요~
한칫수 크게 사길  잘했네요~"
1365,5,잘신을께요 싸게잘삿네요
1366,5,에어맥스97 화이트 너무 좋습니다
1367,5,"일본 제품이네요. 상품에 이상은 없어요.
매장보다 할인받아 좀 더 저렴하게 사서 좋아요"
1368,5,예뻐요~ 에어맥스 97은 오랫동안 사랑 받을 아이템이죠ㅎㅅㅎ
1369,5,"깔끔한놈으로 도착했습니다 ㅋ
감사합니다"
1370,5,"일본 제품이네요. 상품에 이상은 없어요.
매장보다 할인받아 좀 더 저렴하게 사서 좋아요"
1371,5,잘 신고 있어여 싸게삿어여
1372,5,빠른 배송과 좋은 품질에 감사드립니다.
1373,5,"정사이즈 해도 될뻔했어요
35신는데 40했더니 약간 헐떡거리네용"
1374,1,반품된 것을 저한테 다시 보낸걸까요?얼룩에 실밥에 본드에.... 마감도 별로네요귀찮아서 반품은 안하지만 현대백화점 믿고 구매했는데 실망스럽네요
1375,5,너무 마음에 들어요! 추천합니다.옥의 티가 살짝있지이만 이정돈 걍 신을라구요~~완죤기여움^^
1376,5,좋은 가격에 잘 구매했습니다.
1377,5,맘에 들어요~잘 신을께요^^
1378,5,"착용감이 그렇게 편하진 않고 많이 걸으면 발이 조금 아픕니다
흰색이라 역시 때가 잘 타긴 하네요
디자인은 무난합니다"
1379,5,좋은가격에 잘샀어요 예뻐요
1380,5,"좋은 제품 세일 가격에 잘 사고 잘신고 다닙니다..
좋아요~~^^"
1381,5,상품 품질이 좋습니다. 마음에 들어요!
1382,5,상품 품질이 좋습니다. 마음에 들어요! 좋은가격에 잘샀네요.세일가격이라 좋아요나이키. 그러나 다른 이유는 없다 이런 생각이 너무 크다 라는 말을 할 때 내가 왜 이런 얘기를 하면 내가 하는 말을 하는지 잘 모르겠고 정말 너무 좋은 하루 이틀이라 잘
1383,5,"너무 이뻐요.
전 운동화 230~235신는데
혹시나 발 붓거나 양말두꺼운거 신을수도있어
235신청했는데 약간커요.
발에 살이없어서 더 그런것같아?
깔창깔았더니 딱맞네요."
1384,5,"착용감이 그렇게 편하진 않고 많이 걸으면 발이 조금 아픕니다
흰색이라 역시 때가 잘 타긴 하네요
디자인은 무난합니다"
1385,5,좋은가격에 잘샀어요 예뻐요
1386,5,"배송도 빠르고 가격도 만족합니다. 많이
파세요."
1387,4,이쁘긴 엄청 이쁘네요.  240 샀는데 같은종류의 나이키 97 삼색 신발보다  한치수 작은듯 합니다 . 같은 240인데요   여튼 이쁘네요.   잘샀어요.   또살까해요
1388,5,주말에 배송시켰는데 월요일에 받았어요~ 마음에 쏙 드네요! 포장이 꼼꼼히 되어서 왔고 백화점보다 가격 싸게 구매해서 좋습니다~! 발볼은 들어갈 때 신는게 좁은 것 같은데 신고나서는 편해요
1389,5,"너무 이뻐요.
전 운동화 230~235신는데
혹시나 발 붓거나 양말두꺼운거 신을수도있어
235신청했는데 약간커요.
발에 살이없어서 더 그런것같아?
깔창깔았더니 딱맞네요."
1390,5,역시 너무너무 이뻐요. 몇날 며칠을 고민하다 구입했는데 정품이라 믿고 갑니다!
1391,5,오늘 운동할때 신었는데 발볼도 편하고 바닥도 쿠션이 있어 편하네요~~^^
1392,5,역시 너무너무 이뻐요. 몇날 며칠을 고민하다 구입했는데 정품이라 믿고 갑니다!
1393,4,5미리 업 했는데 살짝 큰거 빼고는 만족합니다 웬만하면 정사이즈가 낫겠네요
1394,5,착용감도 좋고 매우 만족합니다
1395,3,생각보다 편하지않아요
1396,5,품절이라 기다리고 기다리다 샀는데 만족해요
1397,4,가격은 비싸지만 브랜드가격이 있으니 잘신겠지요
1398,4,가지고있는 운동화중에 제일 많은 돈을 투자하고사서 그런지 아까워서 아직 신어보지 못하고 있어요 일단은 예쁘긴 하네요
1399,5,빠른 배송에 감사드립니다.
1400,5,"나이키 운동화 245 신어서 똑같이 주문했어요~
새거라 그런지 이거는 아주 딱 맞네요~
신다보면 여유가 생길듯 싶어요 ㅋ
신발은 깔끔하니 예뻐요 ㅋ"
1401,5,빠른 배송에 감사드립니다.
1402,5,"나이키 운동화 245 신어서 똑같이 주문했어요~
새거라 그런지 이거는 아주 딱 맞네요~
신다보면 여유가 생길듯 싶어요 ㅋ
신발은 깔끔하니 예뻐요 ㅋ"
1403,5,"배송 : 무난하게 왔어요 오전에 주문하고 2-3일 안에 도착하였습니다

포장 : 비닐포장까지 새박스에 잘 도착했어요

신발상태 : 약간의 고무 마감이나 안감 울어있는게 있긴 하였으나, 그냥 신을께요

사이즈 : 평소 운동화 240-245 신습니다 에어맥스97 매장에서 신었을 때보다 조금 더 타이트한 느낌이였어요 신다보면 길들겠죠 발볼은 보통이며 주문하실 때 정사이즈 혹은 반치수 크게 하시면 더 편하게 신으실 수 있을 것 같아요"
1404,5,발볼이꽤넓은편이데 작업화로 편하게신고잇어염
1405,5,편하고 예뻐요. .
1406,5,발이 작아 보이고 편합니다
1407,5,편하고 예뻐요. .
1408,5,"배송 : 무난하게 왔어요 오전에 주문하고 2-3일 안에 도착하였습니다

포장 : 비닐포장까지 새박스에 잘 도착했어요

신발상태 : 약간의 고무 마감이나 안감 울어있는게 있긴 하였으나, 그냥 신을께요

사이즈 : 평소 운동화 240-245 신습니다 에어맥스97 매장에서 신었을 때보다 조금 더 타이트한 느낌이였어요 신다보면 길들겠죠 발볼은 보통이며 주문하실 때 정사이즈 혹은 반치수 크게 하시면 더 편하게 신으실 수 있을 것 같아요"
1409,5,신발 이쁘네요.. 주문하실때 한치수 크게 주문하셔야합니다..꼭입니다.. 크게 주문해도 조금 여유공간이 없네요..
1410,4,신발은 이쁘구 맘에 쏙 드는데 제가 마른편인데두 발목부위를 많이 감싸주지 못하네여
1411,5,저렴하게 구입 했습니다
1412,5,편하고 좋아요.발볼 있으면 사이즈 크게 주문하세요.
1413,5,"니이키 브랜드가 약간 발볼이 좁게 나오긴해서 타이트한 느낌은 있지만 더 큰사이즈가 없으니 그냥 신으려구요
너무 저렴하게 잘사서 득템했어요"
1414,3,정품인지모르겠네요. 발가락쪽에봉제가잘못되거리적거리는게있어교환했는데 2번째온신발은패인트인지뭐가묻어서잘지워지지도않아 아세톤으로지웠어요.반품교환귀찮아서그냥신어요
1415,5,가격대비 좋은 상품이네요
1416,3,정말너무성의없이만드는것같네요
1417,5,"사이즈 정사이즈구요. 편해요.
살짝 키커보이는 느낌.. 
발볼 넓어보인다고하는데 제가 신을땐 갠찮은듯요 
발 작아보여서 좋아요 

단점:비오는날 좀 미끄러워요."
1418,5,"역시 신발 하면 니이키 에어맥스 신발입니당~
정말 맘에 들어욘~^^"
1419,4,오래기다리긴했지만 신발은 너무 예뻐서 만족합니다. 신었을때 더 예뻐요
1420,5,아주 좋은 가격에 잘 산거 같아요 펀먀자님 정품이길 바래봅니다
1421,5,이쁘고 좋아요~~~
1422,5,블랙 갖고 있는데 워낙 화이트 좋아해서~ 겨울이지만 흰신발 샀네요~~ ㅋ 정품택과 포장까지 완전 꼼꼼하게 왔어요~! 만족만족
1423,5,"매장에서 신어보고 구매한건데
착한가격에 만족합니다"
1424,3,할인해서 저렴하게 잘 샀어요
1425,5,이쁘고 좋아요~~~
1426,5,"너무 이쁩니다.
가격 살짝 세일할때 샀구요.
흰색.. 정말 이쁩니다.
관리 잘해야 하는데... 제가 그쪽은 약한편이라...
편히 잘신고 있습니다."
1427,5,사이즈도 딱이고 배송도 빨라요
1428,5,이쁜 신발 입니다 배송도 빠르구요
1429,5,사이즈도 딱이고 배송도 빨라요
1430,5,"너무 이쁩니다.
가격 살짝 세일할때 샀구요.
흰색.. 정말 이쁩니다.
관리 잘해야 하는데... 제가 그쪽은 약한편이라...
편히 잘신고 있습니다."
1431,5,보통 남자사이즈 265 신는데 우먼이라 반사이즈 하니까 저한테는 맞앗어요
1432,5,좋습니다 매장에서 직접 보고 마음에 들어서 구입했어요
1433,5,좋습니다 매장에서 직접 보고 마음에 들어서 구입했어요
1434,5,정사이즈 착한 가격에 득템했어요!
1435,5,"항상 신세계몰을 이용해서 구매하면ㅅ ㅓ쿠폰사용하고 적림금 쌓이고
배송도 빠르고 매우 만족합니다 
리뷰 작성으로 통해 포인트도 받고 일석이조네요 
이마트몰 대박!! 많은 이용 하겟습니다"
1436,5,"항상 신세계몰을 이용해서 구매하면ㅅ ㅓ쿠폰사용하고 적림금 쌓이고
배송도 빠르고 매우 만족합니다 
리뷰 작성으로 통해 포인트도 받고 일석이조네요 
이마트몰 대박!! 많은 이용 하겟습니다"
1437,5,편하고 이뿌고 좋아요
1438,5,정사이즈 착한 가격에 득템했어요!
1439,5,"항상 신세계몰을 이용해서 구매하면ㅅ ㅓ쿠폰사용하고 적림금 쌓이고
배송도 빠르고 매우 만족합니다 
리뷰 작성으로 통해 포인트도 받고 일석이조네요 
이마트몰 대박!! 많은 이용 하겟습니다"
1440,5,"항상 신세계몰을 이용해서 구매하면ㅅ ㅓ쿠폰사용하고 적림금 쌓이고
배송도 빠르고 매우 만족합니다 
리뷰 작성으로 통해 포인트도 받고 일석이조네요 
이마트몰 대박!! 많은 이용 하겟습니다"
1441,5,역쉬 이뻐요. 정사이즈라 생각해요.
1442,5,"걱정했는데 깨끗하고 너무 예뻐요!
발도 편해서 요즘 매일 신고 있어요^^"
1443,5,"97 95 고민했는데 매장에서 신어보고 97 구매했어요.
배송 잘 받았고 편하게 신고 있습니다."
1444,5,역쉬 이뻐요. 정사이즈라 생각해요.
1445,5,마음에 들어요 이쁘네요~~~~
1446,3,잘받았어요 잘받았어요 잘받았어요 잘받았어요 잘받았어요
1447,3,"신발에 본드마무리 안되서 지저분하고
배송은 엉망입니다.박스가 찌그러져서 왔어요"
1448,5,"걱정했는데 깨끗하고 너무 예뻐요!
발도 편해서 요즘 매일 신고 있어요^^"
1449,5,"97 95 고민했는데 매장에서 신어보고 97 구매했어요.
배송 잘 받았고 편하게 신고 있습니다."
1450,5,이뻐요. 잘 샀네요. 칼발 235인데 잘맞아요. 한칫수 크게 했음 헐떡 거렸을듯... 발등이 높거나 발이 크신분은 한칫수 업해도 칼발이나 발작으신분들은 정사이즈 하셔도 될듯해요.
1451,5,이쁘고 편해요
1452,5,이뻐요. 잘 샀네요. 칼발 235인데 잘맞아요. 한칫수 크게 했음 헐떡 거렸을듯... 발등이 높거나 발이 크신분은 한칫수 업해도 칼발이나 발작으신분들은 정사이즈 하셔도 될듯해요.
1453,5,"매장에 사이즈가 없어서 인터넷으로 주문했어요
칼발이면 정사이즈, 그렇지 않으면 한사이즈 크게 주문하세요~"
1454,5,신발 너무 예쁘고 편해요!!
1455,5,신발 너무 예쁘고 편해요!!
1456,5,정품이 맞나요?깔창이랑 신발끈 너무 허접하네요
1457,5,저렴하게 잘 구매 했습니다.  역시 만족
1458,5,착한가격에 잘샀어요
1459,5,"이 가격에 이 디자인, 이 품질의 상품을
다시 구하기 쉽지 않을 듯 합니다.
또 언제 할인 특가 행사하시는지 궁금합니다."
1460,5,"이 가격에 이 디자인, 이 품질의 상품을
다시 구하기 쉽지 않을 듯 합니다.
또 언제 할인 특가 행사하시는지 궁금합니다."
1461,5,"좋아요 ~!!
좋아"
1462,1,물건못받아서 반품했고 상담사분께서 반품비 6.000원 제외하고 환불해주신다고 했는데 왜? 8.000원 제왼한 금액만 환불된건가요?
1463,5,"좋아요 ~!!
좋아"
1464,5,한동안 눈여겨보고 있다가 구매쌨어요. 신으니 이쁘고 발에도 딱 맞아 좋네요. 일반적인 옷에 코디해서 신는데 문제없이 좋습니다.
1465,5,"역시 좋아요~
좋은 상품 감사합니다 ~~~"
1466,5,"할인된 가격으로 주문해서 넘 잘 신고있어요~!
진짜진짜 너무 이뻐요 ㅠㅠ 의심말고 꼭 사세요! 절대 후회 안하실겁니다~!^^"
